file_name,transcript,label,sentence_type
15_1_d58.wav,I see. So this is your hometown?,question,question
3_1_d1719.wav,It wasn't very expensive either.,inform,statement
10_0_d4.wav,How did you grow such long nails?,question,question
16_1_d2226.wav,"Thank you, I got it. And how long do you expect to stay?",question,verb_start
2_0_d66.wav,I want to go to the financial street.,inform,statement
15_1_d224.wav,Sounds good. See you there!,commissive,verb_start
7_1_d2515.wav,"And the holdall has some fragile items inside, so please be careful with that too.",directive,statement
4_1_d291.wav,Thanks.,inform,statement
4_0_d2300.wav,Not bad! Do you do any other sports?,question,question
5_1_d166.wav,Go straight ahead through the intersection.,inform,verb_start
3_0_d2458.wav,Umm what stock do you want to buy and how many?,question,verb_start
2_1_d1149.wav,"Twenty fifth Sep? Oh, I have an appointment tonight.",question,statement
8_0_d2261.wav,Was it expensive ?,question,verb_start
5_0_d2413.wav,OK. We'll take it.,commissive,statement
0_1_d1971.wav,Do you like flowers?,question,verb_start
4_0_d802.wav,"OK. Here is the money. And If I return the card, can I get the refund?",directive,question
14_1_d910.wav,Thank goodness we're not rich and famous!,inform,verb_start
0_1_d2012.wav,"Can we have a table for three, please?",directive,verb_start
0_1_d420.wav,How are your wedding plans going?,question,question
11_1_d460.wav,It's just you!,inform,exclamation
5_0_d99.wav,It's not too late. Go to buy some now.,inform,statement
5_0_d1273.wav,Dalian.,inform,statement
7_0_d2299.wav,They give me no help at all.,inform,statement
5_0_d2031.wav,Shooting guard. The same as Michael Jordan!,inform,verb_start
0_0_d1080.wav,"Good morning, Madam. What can I do for you?",question,question
5_1_d1101.wav,"Yes, I have nothing to do.",inform,statement
4_0_d2533.wav,Why?,question,question
0_0_d1275.wav,Cheer!,inform,exclamation
2_0_d1625.wav,Yes. There are two colors.,inform,statement
0_0_d1587.wav,Have you got the medicine yet?,question,verb_start
3_0_d915.wav,"Myrdal, purse doesn’t just disappear. Think carefully. When did you have it last?",question,question
9_1_d401.wav,Thank you for your compliment.,inform,verb_start
13_0_d1157.wav,"And it's been such a faultless performance with the perfect lighting, and music. Just amazing!",inform,exclamation
7_1_d1904.wav,"Well, yes. I'll give him the medicine, too.",commissive,statement
9_1_d342.wav,Umm…. Just two.,inform,statement
2_0_d2175.wav,Are you sure?,question,verb_start
4_0_d2343.wav,Thank you.,inform,verb_start
9_1_d14.wav,"We sell them, right here.",inform,statement
9_0_d1354.wav,I'll have a glass of red wine please.,directive,statement
1_0_d946.wav,"Oh, great!",inform,exclamation
5_0_d198.wav,Go to yahoo.com and click on “Travel” and “Tickets”. They’ll be about a billion sites to look at.,directive,verb_start
3_0_d1459.wav,I helped break... I mean wash... all the dishes!,inform,exclamation
13_0_d1759.wav,I see. Do you love pets?,question,question
0_1_d2237.wav,"Excuse me, uh, can I use your computer to type my paper?",directive,verb_start
5_1_d1822.wav,(At the Party) It's Christmas Eve! Time to open presents!,directive,exclamation
7_0_d381.wav,Thank you very much.,inform,verb_start
11_1_d786.wav,Me too. Pride and Prejudice is my favorite.,inform,statement
0_1_d570.wav,"Can I help you, sir?",question,verb_start
9_1_d1531.wav,Umm…. It is a quarter to twelve.,inform,statement
5_0_d73.wav,"Umm, why don't you go to see the Empire State Building?",directive,question
3_0_d2210.wav,It's a good thing that I have choices here. Can you tell me about the one on Saturday?,directive,question
4_0_d2282.wav,Any marks on his face?,question,question
3_1_d108.wav,"I live on one one seven seven Oak lane in Smithfield. Oh, hurry, I don't know what to do!",inform,exclamation
1_0_d1452.wav,"Yes, do you like it?",inform,question
9_0_d1016.wav,Those are really cute.,inform,statement
0_0_d911.wav,"Do you want any meat today, Mrs. Bird?",question,verb_start
12_1_d656.wav,"I ought to make the most of it while I'm here, don't you think?",question,question
3_1_d1528.wav,"Uh, you're kidding!",inform,exclamation
2_1_d1910.wav,Well I don’t think so. I don’t like it at all!,inform,exclamation
6_1_d2277.wav,I hope my starting salary will be three thousand yuan a month if I become a formal worker.,inform,statement
3_0_d35.wav,My boss gave me a big project. I had to have it finished by this morning. It was so difficult!,inform,exclamation
2_1_d1112.wav,Is it all right for you to pay the bill this evening?,question,verb_start
4_1_d2378.wav,Will that be all?,question,verb_start
3_1_d1441.wav,How much is a battery?,question,question
2_1_d1096.wav,What is this made of?,question,question
3_1_d81.wav,"Think of a deep bathtub that you can swim in, but against a current.",directive,verb_start
7_1_d1023.wav,It's still too dark. Any brighter colours?,question,question
12_0_d2462.wav,Have a nice flight.,inform,verb_start
3_0_d1327.wav,Would you like to come with me?,directive,verb_start
14_0_d1169.wav,Go and pick some stuff up. The price can always surprise foreign friends.,directive,verb_start
3_1_d1168.wav,"No, I haven't had a chance to. But I have been watching a Chinese TV series called "" Chinese-Style Divorce "".",inform,statement
12_1_d595.wav,I would like to pay by check.,inform,statement
8_1_d473.wav,Yes.,inform,statement
3_0_d173.wav,How about this one?,directive,question
3_0_d2235.wav,Why? You mean a lot to me.,inform,statement
6_0_d2222.wav,"Twenty to one, in favour of the Cougars!",inform,exclamation
0_1_d741.wav,"Waiter, a menu please!",directive,exclamation
9_0_d1960.wav,I apologize.,inform,statement
4_1_d1816.wav,"Travelling, swimming, going to the cinema. And you?",question,verb_start
7_0_d1683.wav,Hey!,commissive,exclamation
6_1_d2038.wav,Do they look like roses?,question,verb_start
3_0_d2115.wav,How about this one? It's not that concentrated.,directive,statement
3_0_d1201.wav,Right!,commissive,exclamation
8_1_d553.wav,"What is the rate, please?",question,question
5_1_d500.wav,Great! Umm I can teach you men a thing or two about shopping!,commissive,exclamation
2_0_d2139.wav,What are you going to enjoy?,question,question
7_0_d1679.wav,"One hundred-ten dollars, your change is five-one dollars. Thanks very much.",commissive,statement
2_1_d960.wav,"Yes, sir. Just as the sign says. How many?",question,question
1_0_d1258.wav,It's my pleasure!,commissive,exclamation
6_0_d2162.wav,Here's twenty yuan.,inform,statement
5_1_d344.wav,Send out an application through Job-wanted on the website.,directive,verb_start
10_1_d2118.wav,"If you got to class by riding a bicycle every day instead of driving, you will get lots of exercise, too!",inform,exclamation
2_1_d1762.wav,You just need more exercise.,inform,statement
5_0_d1343.wav,Good. Now just complete this form.,commissive,statement
2_0_d1232.wav,So how are things in the land of the free and the home of brave?,question,question
3_0_d1164.wav,Twice a week. How about you?,inform,question
9_0_d739.wav,Nobody exercises any more-not even kids! The average American home has the TV on for six hours a day!,inform,exclamation
6_1_d519.wav,"I don't think the meet will go on much longer, should I ask him to call you when he is free?",directive,question
4_1_d925.wav,Yes. It's right here.,commissive,statement
7_1_d1884.wav,"I will. Thank you, dad.",commissive,statement
4_0_d2093.wav,Do you have an English name?,question,verb_start
12_0_d2020.wav,Great! Thank you!,inform,exclamation
4_0_d1962.wav,Which Channel is it?,question,question
8_0_d81.wav,I'm going to change into my trunks right now!,inform,exclamation
12_0_d2144.wav,Ohhhh!,inform,exclamation
10_0_d1942.wav,Thank you. I'd like to get my laundry.,inform,verb_start
7_0_d1788.wav,Is it a non-stop flight?,question,verb_start
0_0_d2135.wav,Are you still busy today?,question,verb_start
4_1_d1830.wav,English school? What is that?,question,question
0_1_d178.wav,Is everything to your satisfaction?,question,verb_start
0_1_d2502.wav,Hello. Excuse me. Do you know if there's a Commercial Bank around here?,question,question
2_1_d444.wav,I bet you had a wonderful time.,inform,statement
0_1_d1221.wav,How did your vacation go?,question,question
2_0_d1797.wav,"Yes, it's me. And you're Julie Ashley. How are you?",question,question
5_0_d9.wav,"Take some with you next time, just in case.",inform,verb_start
4_0_d1298.wav,Umm is there anything interesting?,question,question
7_0_d2333.wav,Eight hundred yuan.,inform,statement
3_0_d2208.wav,Overwork-amongst other things. You can't work twenty four hours a day. You 've got to slow down.,directive,statement
4_1_d1683.wav,"Pick up a wood and hold it like this, interlocking your fingers.",directive,verb_start
0_0_d1605.wav,I think it's about time that we had to go.,inform,statement
3_0_d2466.wav,Why not walk further to the tree over there?,directive,question
3_0_d122.wav,"Well, I am. I'll have to finish this report for next Monday's meeting. Is Tom coming to pick you up?",question,question
0_0_d1919.wav,"Julia, the apartment I looked at today is pretty decent-around one twenty square meters.",inform,statement
4_0_d1473.wav,At our club.,inform,statement
2_0_d894.wav,What about soup?,question,question
5_0_d1132.wav,It doesn't fit quite right. It feels a little tight in the waist. Do you have this in a larger size?,question,question
5_0_d2530.wav,Are you sure?,question,verb_start
12_1_d1745.wav,I guess you can write that I'm looking forward to seeing them in June.,directive,statement
6_0_d856.wav,How dare you question my statement!,commissive,exclamation
11_0_d656.wav,How many do you want to buy?,question,question
7_0_d1780.wav,Does the hotel run its own laundry service?,question,verb_start
16_1_d1825.wav,Why not? I don't have anything better to do!,commissive,exclamation
2_1_d1877.wav,"Boy oh, boy! This is so cool. Let's rock and roll!",directive,exclamation
0_0_d985.wav,Can I help you?,question,verb_start
9_1_d1602.wav,"I believe that can be arranged. But there should be a refundable security deposit, you know.",inform,statement
11_0_d616.wav,Are you going to make an offer today?,question,verb_start
2_1_d623.wav,"I've made a tough decision, sir. Here's my resignation.",directive,statement
16_1_d414.wav,I won't argue with that! Let's go!,commissive,exclamation
1_1_d521.wav,I'm on my way out to a New Year's banquet.How do I look? Is my make-up OK?,question,question
5_0_d1160.wav,Can't you see a notice on the bench?,question,verb_start
5_1_d509.wav,Umm… This afternoon?,question,question
7_1_d1235.wav,Because the hottest season is summer in a year.,inform,statement
0_0_d1842.wav,"Mary, can you help me set the table?",directive,question
2_0_d127.wav,They're incredibly selfish. They're always up until the wee hours of the night playing their music so loudly. I have to wear earplugs to fall asleep!,inform,exclamation
9_1_d549.wav,It's my pleasure.,inform,statement
8_1_d356.wav,Dream on!,inform,exclamation
13_1_d2531.wav,There are fifteen chapters in total.,inform,statement
2_1_d1502.wav,"I'm sorry, sir. But this is the self-service pump.",commissive,statement
9_0_d2045.wav,"OK, see you later.",commissive,statement
1_0_d2098.wav,"Umm yes, please. I’m Mr. Peter, the Director of Personnel. What can I do for you?",commissive,question
14_0_d83.wav,Do you like working in teams?,question,verb_start
14_0_d922.wav,Thank you.,inform,verb_start
1_0_d2423.wav,"Yes, come in please. I am Mr. Li. You must be Ms. Liu, right?",question,question
5_0_d1418.wav,"Well, along with Jurassic Park! Umm nice going, you got the right answer.",inform,statement
17_1_d2447.wav,I guess that you will really be dressing down.,inform,statement
5_1_d340.wav,"Well, it's started raining since then. Look out the window! It's pouring rain out there!",inform,exclamation
5_0_d2191.wav,It's about two hundred years old. It has a lot of history!,inform,exclamation
0_0_d456.wav,"Hello, Zhang lin! Fancy meeting you here!",inform,exclamation
8_0_d2061.wav,We have two seafood pizzas. Tuna and crab.,inform,statement
3_0_d841.wav,Right. We do the same thing at home. Don't you remember?,question,question
0_0_d2195.wav,Could you have a taxi pick me up and take me to the airport before one p.m.?,directive,verb_start
2_0_d728.wav,"Would you tell us your name, please?",question,verb_start
4_1_d492.wav,Thanks. What kind of stone is this?,question,question
1_1_d700.wav,"Good afternoon, Mr. Green.",inform,statement
0_0_d2388.wav,The mosquitos are biting me!,inform,exclamation
2_1_d206.wav,I am calling to let you know that you are expected to come for an interview in our branch.,directive,statement
4_1_d448.wav,We're particularly busy on Sunday. Please sit here. How do you wish it cut?,question,question
6_0_d2203.wav,I promise!,inform,exclamation
3_1_d1720.wav,Splendid.,inform,verb_start
5_1_d2283.wav,"Well, yes. I’ll give him the medicine too.",commissive,statement
6_1_d409.wav,Twenty-two dollars.,inform,statement
0_0_d1702.wav,Taxi!,directive,exclamation
10_0_d821.wav,"Could I have your name, please?",directive,verb_start
7_1_d2310.wav,"Yes, I will be glad to mail your letter.",inform,statement
8_0_d104.wav,"Anyway, the show is breathtaking. By the way, where did they get so much snow in here?",question,question
3_1_d1363.wav,What about this one?,question,question
6_0_d758.wav,"Sure, I love salad!",commissive,exclamation
3_1_d777.wav,Thank you. How much is the fare?,question,verb_start
10_0_d1083.wav,Thirty five hundred yuan.,inform,statement
4_1_d1989.wav,How much do you want to pay?,question,question
2_1_d405.wav,Let me give you a hand. The author is...,directive,verb_start
7_0_d1787.wav,William. W-I-L-L-I-A-M.,commissive,statement
3_1_d1323.wav,Looks good.,inform,verb_start
7_0_d1143.wav,What?,question,question
12_1_d1898.wav,Even the roller coasters that go through tunnels in the dark?,question,question
4_0_d2472.wav,You must be joking. You can't fall in love with someone you've never met!,question,exclamation
1_1_d1771.wav,Yes. Do you accept traveler's checks?,directive,question
0_1_d179.wav,What a wonderful party! I had a good time. How about you?,question,question
16_0_d1181.wav,Thanks. I'm flattered.,inform,statement
4_1_d437.wav,"Hey, you can dance to rap music!",directive,exclamation
7_1_d1188.wav,Really?,question,question
4_0_d1585.wav,"Thank you, Li Mei. Come into the dining room. I'm going to cut the cake soon.",inform,verb_start
8_0_d1766.wav,You are welcome. Have a good trip!,inform,exclamation
13_0_d2031.wav,You are so not here! His girlfriend is one of the cheer leaders.,inform,statement
0_0_d1770.wav,What dances do you like?,question,question
4_1_d1802.wav,How about the sides?,question,question
13_0_d812.wav,Exercising at home is hard. The environment is not suited for exercising.,inform,verb_start
7_1_d44.wav,"Thank you, sir. We look forward to welcoming you.",commissive,verb_start
2_0_d1456.wav,I got carried away. I made such a fool of myself. They were both laughing at me!,inform,exclamation
3_1_d1849.wav,"No, I'm an art lover, so I think more of Bellini and Botticelli!",inform,exclamation
1_1_d92.wav,Thank you for noticing! I've been making a few lifestyle changes over the past year.,inform,verb_start
5_1_d335.wav,It’s a special kind of Chinese herb. It’s good for you!,inform,exclamation
0_1_d116.wav,How slowly you drive!,inform,exclamation
10_0_d845.wav,"OK, I'll be with you in a moment.",commissive,statement
1_1_d2362.wav,What kind of food will they be serving?,question,question
6_1_d2377.wav,His sister had a car accident last week.,inform,statement
5_1_d747.wav,One a.m.,inform,statement
1_1_d335.wav,Would you like those with yogurt?,directive,verb_start
1_0_d1507.wav,Of course.,commissive,statement
4_0_d2259.wav,Can you speed up a bit?,directive,verb_start
6_0_d1531.wav,"Yes, but what will happen if the bus is late?",question,question
0_1_d361.wav,Could you tell me your educational background?,directive,verb_start
6_1_d1411.wav,Yuck!,commissive,exclamation
5_1_d2381.wav,Do you have the phone number? I need to call for registration.,question,verb_start
17_1_d1908.wav,"I hate to disappoint you, but unlike what most people think, we aren't all exactly the same!",inform,exclamation
2_1_d2371.wav,"Uh, the worker stadium.",inform,statement
3_1_d976.wav,What was that like?,question,question
5_1_d2470.wav,"Good for you, keep it up.",inform,statement
1_1_d951.wav,"Yes, what style do you prefer?",question,question
7_0_d2131.wav,Who knows! It's a long game. Look! That was a really nice shot!,inform,exclamation
6_1_d2098.wav,I majored in Public Relations.,inform,statement
4_0_d700.wav,Oh! I just drop in on him for a chat.,inform,statement
0_1_d578.wav,Shall we visit the Summer Palace tomorrow?,directive,verb_start
4_0_d1871.wav,Is it good ?,question,verb_start
12_0_d770.wav,Umm what would you like anything to drink or you wait?,question,verb_start
2_1_d251.wav,Umm when do you have to be there?,question,question
8_1_d1517.wav,That's great!,inform,exclamation
3_0_d1948.wav,How did you like the movie?,question,question
16_0_d1500.wav,I'll see you there at nine p.m.,inform,statement
3_0_d1668.wav,"Well, suffer then. If you have a toothache, you have to go to the dentist.",directive,statement
3_0_d816.wav,"Hard-boiled, please.",inform,statement
7_0_d1238.wav,"Well, with the ticket, you can get a free drink. What would you like? Orange juice?",directive,question
0_1_d227.wav,May I speak to Mr. Baker?,directive,verb_start
1_0_d2408.wav,You can find one at the end of the street.,commissive,statement
2_0_d125.wav,I'm sorry to hear that. What's the matter?,question,question
6_0_d47.wav,"Oh, yes, your parents live there, don't they?",question,question
0_1_d55.wav,Good morning. SRC international. How may I help you?,question,question
3_0_d1831.wav,Could you leave him a message?,directive,verb_start
13_0_d1936.wav,Have you made the decision yet?,question,verb_start
2_1_d1407.wav,OK! Come this way please. You should fill a form here first. Here you are.,directive,statement
1_0_d1826.wav,"I agree, I think that that would be perfect!",commissive,exclamation
1_0_d291.wav,"OK, do you want it urgently?",question,question
5_0_d699.wav,The train? Will I be flying back then?,question,question
4_0_d1754.wav,I don't want to argue anymore. Please get out of my life!,inform,exclamation
1_1_d44.wav,Speaking. May I help you?,question,verb_start
3_1_d221.wav,"What’s wrong with you, Ted?",question,question
4_1_d1200.wav,Good. I think I'll get too nervous to look at myself in the mirror!,inform,exclamation
10_1_d2407.wav,Is IKEA affordable?,question,verb_start
8_1_d2051.wav,"Yes, great!",commissive,exclamation
1_0_d265.wav,"Yes, certainly. How can I recognize him?",question,question
4_0_d49.wav,Have you ever been tested for allergies?,question,verb_start
6_0_d1388.wav,It's great!,inform,exclamation
3_1_d288.wav,Really? What's he been doing?,question,question
12_0_d1078.wav,"Have a seat, please. Now, here is the mirror. How do you like it?",question,verb_start
10_1_d129.wav,Excuse me. May I know your name and room number?,question,verb_start
4_0_d2100.wav,"Well, it would give me a chance to grow, but I am wondering if I would like the job.",inform,statement
4_0_d664.wav,Can we walk there?,question,verb_start
5_1_d819.wav,About a mile and a half.,inform,statement
7_1_d1450.wav,Beginning the first day of next month.,inform,verb_start
11_0_d639.wav,That’s wonderful. Is that where the finished products come off?,question,question
12_1_d2035.wav,Wow. Sounds fantastic!,inform,exclamation
0_1_d1191.wav,May I help you?,question,verb_start
4_1_d339.wav,Really? That's the icing on the cake. Congratulation again!,inform,exclamation
3_0_d891.wav,Take two tablets every six hours.,directive,verb_start
0_0_d1131.wav,Can your dog do any tricks?,question,verb_start
12_1_d144.wav,"Thank you, sir. Enjoy your stay with us.",inform,verb_start
15_0_d1452.wav,"It costs more than you think to run a car, especially when there are so many things wrong with it!",inform,exclamation
11_1_d2316.wav,What do you want me to do with that paper over there?,question,question
8_1_d1191.wav,"Wait a minute, please... Here's the cash.",commissive,verb_start
7_0_d1328.wav,Which one?,question,question
4_0_d1423.wav,Thank you. Do you have some other colors?,question,verb_start
0_0_d903.wav,Are these all yours?,question,verb_start
8_0_d575.wav,"Yes, I am. I arrived only three days ago from Japan.",inform,statement
5_1_d25.wav,I don't know. What do you want to eat?,question,question
3_1_d84.wav,Does it cost to use it?,question,verb_start
9_1_d1714.wav,Their flesh is soft and juicy. It has a citrus taste. It's sweet.,commissive,statement
4_0_d1810.wav,"It's my pleasure. We have single rooms, double rooms, suites and luxury suites, et cetera. Well, here is an introduction to our hotel.",commissive,statement
6_1_d2111.wav,"That's great, congratulations!",inform,exclamation
0_1_d126.wav,Can you show me how to use chopsticks?,directive,verb_start
10_0_d2424.wav,Oh. That's simple enough.,inform,statement
1_0_d41.wav,Is your waist any better?,question,verb_start
0_1_d2334.wav,It rumored that Jean is fooling around with another woman's husband.,inform,statement
6_1_d265.wav,He is in his late thirties.,inform,statement
5_1_d726.wav,"He’s fine, Thanks. How’s Emma?",question,question
0_0_d1153.wav,May I help you?,question,verb_start
7_1_d2028.wav,Thanks.,inform,statement
10_0_d2338.wav,"Yes, stay in touch. Bye!",inform,exclamation
0_0_d469.wav,Can I help you?,directive,verb_start
5_0_d589.wav,What time are you going?,question,question
0_0_d1187.wav,Can I have the check please?,directive,verb_start
7_0_d1667.wav,"Oh, yes. The ski slopes are well lit. It's really nice to ski at night. Why don't you learn to ski?",directive,question
6_0_d221.wav,"Well, I just got back from my language school. We have to speak French all day there. No English allowed!",inform,exclamation
4_1_d584.wav,Is that right?,question,verb_start
9_1_d2418.wav,"Sounds good. OK, that’s it.",inform,verb_start
2_1_d477.wav,Could you tell me how to use it?,directive,verb_start
2_0_d1405.wav,How often do you play tennis?,question,question
4_1_d1825.wav,"I've seen the British version and loved it, but have never seen the American version.",inform,statement
4_0_d738.wav,What's the difference between the two?,question,question
0_1_d2252.wav,Do you like plum blossoms?,question,verb_start
15_0_d553.wav,"Will you fill out this form, please? The bellboy will show you up to your room. Your luggage will be brought right up.",directive,verb_start
11_1_d1194.wav,"Thank you, Mr. Smith. Your phone will be disconnected after this phone call. Have a nice day.",inform,verb_start
1_0_d110.wav,Sure. Umm where would you like to stand?,question,question
10_0_d1486.wav,"Those are in the non-smoking section, aren't they?",question,question
7_0_d591.wav,"Umm yes, we should go. Thank you very much. Goodbye!",inform,exclamation
7_1_d2254.wav,Did you happen to watch the football game last night? The Patriots scored in the last minute!,question,verb_start
7_1_d1412.wav,When does the cloakroom close?,question,question
7_0_d2067.wav,So you've seen other plays that he's directed?,question,question
9_0_d2498.wav,"You haven't had much luck lately, have you?",question,question
4_1_d37.wav,"Medium, I think.",inform,statement
11_1_d644.wav,You seem to have it down. Have a good day!,inform,exclamation
4_1_d1554.wav,"Very well. Welcome, Mr. Rodgers. Would you please fill out the registration card? How are you doing today?",directive,question
8_0_d1781.wav,"It’s a small world! May I know your name, miss?",directive,question
0_1_d611.wav,Would you like to stretch your legs?,directive,verb_start
14_0_d1078.wav,"Try the lipstick as well. See, how fresh and charming you look.",directive,verb_start
2_1_d974.wav,Things are tough all over. You should never give up!,directive,exclamation
0_0_d2532.wav,Have you ever been to Japan? I'm going in the fall.,question,verb_start
12_1_d1462.wav,Sure!,inform,exclamation
4_1_d1156.wav,"Yes, but they do it differently. Everything is different.",inform,statement
0_0_d1351.wav,Is that the latest issue of Reader you're reading?,question,verb_start
4_0_d1651.wav,"Uh, then you must know a lot about skating.",inform,statement
3_1_d1241.wav,Is that right? We're very sorry.,question,verb_start
1_1_d38.wav,You mean this one?,question,question
10_1_d1985.wav,"Yes, I will.",commissive,statement
0_1_d1511.wav,"Umm, what will you do this weekend?",question,question
2_0_d395.wav,Could you please tell me when I get to the Central Park?,directive,verb_start
4_0_d199.wav,Sounds good. I'll take that.,commissive,verb_start
7_0_d219.wav,It sounds like she's pretty good-looking. Does she wear glasses?,question,question
2_0_d1934.wav,Is there anything else?,question,verb_start
1_0_d2031.wav,It's Clive of course. Where did you come from? Every girl knows Clive!,inform,exclamation
0_1_d319.wav,"Hi, John, how was your vacation?",question,question
16_0_d1908.wav,I thought everyone in your country were experts at mah-jong!,inform,exclamation
1_1_d1894.wav,At five.,inform,statement
4_1_d2423.wav,"According to your advertisement, you want an experienced software engineer. I think my background meets the requirement of this position.",inform,verb_start
0_0_d454.wav,"Hey, Susie, what health club do you belong to?",question,question
2_1_d445.wav,That’s too bad. Is there a desk in the living room then?,question,question
4_1_d408.wav,I'm glad you like it.,inform,statement
4_1_d582.wav,"Oh, great! That’s at the other end of the terminal!",inform,exclamation
3_0_d99.wav,I hear it's Chinese Valentine's Day! Don't you know?,question,question
9_0_d2292.wav,Thank you. Here is four hundred yuan.,inform,verb_start
7_1_d166.wav,"Keep walking till you pass the square, then turn right. Walk past two lights and turn left at the third.",inform,verb_start
1_0_d1533.wav,We have a great selection. What decade are you looking for?,question,question
6_1_d1406.wav,"Yes, it's a very well-known kind of spirits in Mexico. People drink it with salt and lemon.",inform,statement
10_1_d1551.wav,"First, you need to wash the vegetables and then chop them into little pieces.",directive,statement
9_0_d1657.wav,"Well, I hope you have a wonderful time on your library visits!",inform,exclamation
11_0_d508.wav,I'll bet you were hungry!,inform,exclamation
4_1_d242.wav,"Certainly, sir. What kind of flowers would you like?",question,question
8_0_d743.wav,"Write down your name and address, give me the key, and I will check it out.",directive,verb_start
0_1_d574.wav,"May I help you, sir?",question,verb_start
2_0_d642.wav,Monday night? Monday night I was at a great concert.,inform,statement
8_0_d1800.wav,Don't you feel dull?,question,verb_start
5_1_d2312.wav,Have you decided?,question,verb_start
2_1_d1991.wav,"We are sorry for the delay, sir. Could you hold the line, please? I’ll check your order.",directive,statement
1_1_d1979.wav,Haven't you heard that he is in prison?,question,verb_start
3_1_d991.wav,Would you like another one?,directive,verb_start
6_1_d2453.wav,"Then let's split the difference and I'll give you sixty yuan, OK?",directive,question
2_1_d121.wav,I'm going to gamble on the world cup tonight. Who do you think will win?,question,question
4_1_d2368.wav,How is oil supposed to make you relax?,question,question
1_0_d446.wav,"Hi, Linda. Umm I have two concert complimentary tickets. Will you go with me tonight?",directive,question
6_1_d2499.wav,What about Bellevue? It's pretty close.,directive,statement
6_1_d72.wav,It will be our turn soon.,inform,statement
2_0_d1963.wav,Great! Umm how much per copy?,question,question
1_1_d1568.wav,"Actually, I don't think I can eat another bite!",commissive,exclamation
3_0_d2240.wav,That's fine.,inform,statement
6_0_d2528.wav,Umm how long is the ride from here then?,question,verb_start
1_0_d885.wav,"Oh, yes. May I sit on the grass?",directive,question
0_1_d482.wav,"Can I help you, sir?",question,verb_start
4_0_d2013.wav,"Come on, dear. I know you mustn’t forget it.",inform,verb_start
6_0_d2134.wav,Let's play other game.,directive,verb_start
0_0_d2024.wav,"Excuse me, this is my first time on a plane. How do I check in?",question,verb_start
2_0_d1234.wav,"B, should we get a maid?",question,question
3_0_d2489.wav,"Yes, do you always gather to welcome new comers?",question,question
1_1_d1932.wav,"Sounds good, when?",question,verb_start
5_1_d2139.wav,Come on. Here is for enjoying and exciting.,inform,verb_start
6_0_d1181.wav,"She's chic, isn't she?",question,question
5_1_d333.wav,"Yes, definitely! You can't drive freely!",inform,exclamation
8_0_d1706.wav,Oh... That makes me excited too!,inform,exclamation
6_0_d2381.wav,"No, I left it at home. Sorry!",inform,exclamation
6_0_d583.wav,Look! Who is that guy on the stage?,question,verb_start
5_0_d1846.wav,I would look so cool carrying this around!,inform,exclamation
